1,  3,  1, 1,  1
3,  5,  1, 1,  1
5,  7,  1, 1,  1
4,  2,  1, 1,  1
6,  4,  1, 1,  1
8,  6,  1, 1,  1
7,  9,  2, 1,  4
10, 8,  2, 1,  4
9,  11, 2, 2,  5
11, 10, 2, 2,  5
1,  2,  1, 1,  2
3,  12, 1, 1,  2
12, 4,  1, 1,  2
5,  6,  1, 1,  2
7,  13, 1, 1,  2
13, 8,  1, 1,  2
1,  12, 1, 1,  3
12, 2,  1, 1,  3
5,  12, 1, 1,  3
12, 6,  1, 1,  3
5,  13, 1, 2,  3
13, 6,  1, 2,  3
