-14.1,  0.0,    2,  2,  1
14.1,   0.0,    2,  2,  1
-11.9,  22.0,   1,  1,  1
11.9,   22.0,   1,  1,  1
-9.7,   44.0,   1,  1,  1
9.7,    44.0,   1,  1,  1
-7.5,   66.0,   1,  1,  1
7.5,    66.0,   1,  1,  1
-7.5,   82.0,   1,  1,  1
7.5,    82.0,   1,  1,  1
0.0,    22.0,   1,  1,  1
0.0,    66.0,   1,  1,  1
